theta1;theta2;theta3;theta4;theta5;theta6;theta7;theta8;y
0.59117265;15.436.662;15.147.863;-0.87705568;-0.77926334;-12.733.341;13.085.716;-0.41163247;0.55617754
-10.188.033;11.253.358;-0.45328988;-0.32216141;0.22081758;-0.39708551;-11.271.009;-0.51994531;0.95035317
-13.477.723;11.303.673;-0.08087507;15.390.006;10.600.607;-10.733.348;0.61849257;11.899.728;0.93414075
-11.261.432;0.87174474;10.423.172;12.510.804;0.46810659;-0.51359351;-0.52550011;0.49320346;0.65772167
10.073.932;-0.97420887;0.70407131;0.2286893;0.91951394;11.304.534;-10.633.543;-13.924.703;0.41540498
12.141.723;0.45247866;-10.530.022;14.132.792;0.77652658;-0.82126465;0.7252126;-15.241.537;0.73938634
-11.916.864;-0.98705615;-12.168.973;-0.59873276;0.90630026;11.630.991;-0.73127953;0.094818315;14.500.372
-10.205.138;12.980.259;-0.62422165;-0.38024274;-13.943.122;1.216.396;-0.70458228;0.82394256;0.44247226
13.210.938;0.70178875;-1.515.438;-0.74020658;-10.654.122;-15.174.437;-12.517.505;-0.13779447;11.073.042
-1.153.884;14.246.366;-1.074.624;0.054896164;0.6946471;-0.22703081;10.761.734;-0.5577901;0.8005843
-0.27635772;-13.524.871;-0.18987314;-0.98841071;0.77544457;13.282.905;10.974.788;-0.26568954;0.71829894
-14.702.964;13.131.196;0.66031407;0.5231873;15.705.993;0.42123981;10.357.835;-12.409.124;0.15274785
0.49700211;-0.08644619;-13.483.079;-0.10881834;14.004.353;-13.724.079;0.84920762;10.193.083;11.723.867
-0.38046769;-14.853.054;-0.70350024;-0.50291512;0.3042995;-0.48686758;0.3769945;0.40987867;12.739.571
-13.794.467;-0.43228586;12.261.333;15.313.336;-0.15114301;10.654.415;-0.4458371;-0.681892;0.46325115
0.59286767;10.753.927;-12.256.365;11.966.668;1.287.832;-0.20228713;-0.48564904;-0.028839369;11.790.667
-0.80495607;0.54241332;0.1503984;-0.097630333;-0.98147719;-0.6365624;-0.44574535;-0.89801329;0.73316845
-11.986.761;-0.56115959;-12.361.329;-0.96164277;0.81581894;15.602.396;10.563.412;-0.69827527;0.58696177
0.88508311;-0.34800678;-0.33418094;11.641.741;15.585.651;0.072631609;0.78696345;1.077.633;0.99216346
0.15053601;0.69554155;0.58864875;0.43491409;0.20391576;-13.600.971;0.38963703;0.49586902;0.80185905
10.766.681;0.10062636;0.54426713;-0.88502241;-0.26533578;-0.92420461;15.504.445;-0.57468219;0.72145313
-0.013607523;10.504.348;-0.82020331;0.86951582;15.630.397;-10.728.223;-11.896.595;-14.276.791;10.614.157
0.6346174;-10.936.861;0.15145577;-0.73669528;0.0099210269;-13.245.923;-15.114.441;0.48277905;0.18615353
0.30757759;-0.12402325;0.827062;-0.62098821;0.23828887;-1.096.907;0.076735015;-0.66634814;0.76373737
15.365.792;15.588.213;-11.165.119;-0.57799614;-0.60963243;-0.85094894;-15.091.872;0.46470065;10.532.128
13.950.928;13.685.857;-0.48209775;-0.5765654;-1.358.526;-1.369.127;0.30950203;0.22453125;0.61649351
-15.234.016;-0.92101454;-0.44941392;14.786.058;0.34820229;12.481.851;-0.67676278;0.64391203;0.95670967
0.17026003;-0.86434368;-0.91102823;0.92966346;-0.55116929;-1.308.395;1.354.992;-0.55719183;0.5426049
-0.43052844;-0.29982324;0.47106579;-14.280.974;10.545.259;0.95301894;-0.055436673;0.36469088;10.167.378
-0.80360753;-0.014625545;0.38932156;-0.26454255;-14.485.224;15.500.369;13.288.584;0.11237092;0.71244229
-0.52486654;-0.76730307;-0.61010797;-0.81299594;-11.152.276;13.836.314;0.54118862;0.52090794;0.96500134
0.1601693;0.17511479;0.073694541;-12.362.637;-0.88931647;0.62470073;0.84644116;-0.71904904;0.75982249
-0.37948253;-0.5181178;0.79665236;0.60977746;0.95588795;0.14244812;10.049.663;0.64975877;0.49708515
-0.5297562;0.48904671;-0.13170578;0.65449017;-0.49605868;0.23200348;12.662.283;0.31963351;0.30033635
-0.33879512;10.016.871;12.438.564;13.004.387;0.52858521;0.56592739;0.35072406;-0.043004208;0.27451816
-156.367;-0.44052444;13.377.613;0.41305574;-0.49232787;-12.009.758;0.99145549;-0.20541897;0.74767878
-11.784.429;0.83958668;-0.62432391;-0.69189578;0.40059929;-0.067377723;0.38504903;0.13370418;11.706.841
-14.896.875;-11.009.065;-0.092445925;14.835.506;0.43919964;-14.440.286;-0.16186049;0.9273296;11.098.832
13.163.616;1.045.681;13.496.939;-0.78614785;-11.143.695;-0.98476885;0.2300293;0.18748735;0.45049709
0.99382308;0.69047364;-11.348.981;0.75173635;0.96742336;-10.999.256;-11.980.936;0.082447356;0.54971365
-0.66362714;-0.25285106;15.182.165;-1.052.757;-13.991.603;-13.178.439;12.503.145;0.25034964;0.57427755
-0.92736954;0.90701936;0.64861203;-0.23788573;-0.86536074;-0.77393057;-0.077995636;10.338.098;0.74489657
-0.85871966;12.668.287;-0.10410309;11.019.349;14.561.011;-12.575.628;-0.82852038;-0.90709294;10.039.484
-0.024693286;10.169.527;0.20642207;0.53147295;-0.31523279;0.77697666;-14.033.586;0.63817207;0.90768107
-0.32981913;-14.814.223;10.175.246;0.91795996;-13.922.048;-0.95388624;0.8293627;0.36058266;0.76118281
-15.006.552;-11.420.352;-12.952.845;-0.20845521;-0.20396931;-0.41880529;-0.14777427;0.18056892;11.471.168
-0.80690143;0.94568756;13.901.114;-0.63089336;-0.63465643;14.486.237;13.575.605;0.043310415;0.38880067
0.66311722;0.85366608;-0.42281276;-0.54947631;-0.96361497;-0.32468045;-0.86756292;-0.9313569;0.57779574
-13.596.803;-0.087804366;0.068480156;12.341.231;-0.56665406;0.042083562;-0.998449;12.407.798;10.328.431
-0.20183909;0.82057062;11.230.661;11.128.806;1.554.213;0.44007598;14.556.375;-0.10674784;0.28932413
0.61051992;-0.26134455;0.68342058;-0.8576818;-0.68457254;10.478.179;13.168.331;-0.26158759;0.40243389
0.56674622;-0.47132808;0.58698625;-14.308.638;-10.983.765;-1.092.497;-0.50662716;-14.144.914;0.34676213
-0.0052399714;14.855.886;0.87697015;0.36360135;-0.41459016;10.115.884;-11.666.218;-0.92513639;0.52616013
-0.10360521;-10.912.969;-11.154.068;0.65014387;0.03564572;-0.5328974;-0.73349706;-1.025.299;10.850.318
-0.85037557;-0.80826698;-0.75799175;0.50877504;-0.94657842;0.27411297;-0.27558309;-0.56437521;0.80513117
-1.157.271;-0.29651925;-0.40906477;-0.43314912;-0.11838779;14.418.741;-1.017.391;-0.98595117;0.99796612
-0.65394342;-10.330.801;-13.468.239;-0.86700917;-11.154.427;-0.66794141;0.39902542;10.199.436;0.77748069
-15.359.725;0.60504639;-0.89440437;-11.164.066;-13.628.384;-11.807.688;-0.88007059;-14.785.382;0.67171079
-0.62372898;-0.32078288;0.26664684;12.880.132;0.12629931;0.25938151;-0.72817828;0.20698118;0.74548852
0.48177718;-0.42481736;-15.192.296;-10.777.897;-10.041.578;-11.054.854;11.526.487;0.98955638;0.62805754
13.448.412;0.93471052;11.729.112;0.012476815;-0.24486537;-0.51487148;15.060.942;-0.11735023;0.49740625
-10.130.095;-14.251.114;-0.37614429;-0.78887759;0.034042257;-14.988.099;11.131.138;0.6149144;10.548.464
-13.602.683;-0.34471424;-0.97269668;-11.446.458;0.37834364;-12.085.513;-0.079941605;-0.97347499;12.385.491
-0.6598382;-0.51530836;0.73512524;10.508.562;0.23810237;14.165.108;10.230.938;0.22030911;0.4721118
-0.078528048;0.58330122;-0.63398633;-0.2936986;-0.6024488;0.30849134;12.004.729;-12.025.002;0.64942459
-0.35198216;-1.367.006;0.87407388;-0.75038881;-0.0037779194;11.861.408;10.405.787;-0.55589347;0.34597309
-0.14528034;-0.80335222;0.47250514;-14.318.684;-0.66363793;-10.790.199;-0.24055863;0.19498513;0.38712928
-0.70922921;0.62438721;-0.55225633;-0.81182125;-11.087.006;13.263.755;0.16091547;0.43392845;0.76305206
-0.812887;11.563.614;-15.074.217;-0.34278741;-11.451.938;-0.34857053;-0.40504529;13.989.872;0.9114802
0.59462692;10.744.556;-14.328.422;0.45284744;12.657.122;0.64534681;0.23508271;10.986.243;11.399.076
0.48849339;0.49997186;-14.706.408;-10.721.118;1.100.476;15.659.386;-10.883.743;14.379.079;10.123.926
11.267.258;-0.73326296;0.99052597;11.924.673;11.433.848;-15.337.338;1.187.542;-13.533.964;0.34894798
-0.64083409;0.51732745;0.47051051;-15.637.514;-0.25397852;-0.69623743;0.47951311;-14.022.566;0.80179243
-11.189.925;-12.060.931;0.48151166;0.59464722;0.80749042;0.77014819;0.99174412;0.50102406;0.37435233
-13.333.778;-12.507.245;0.023722476;0.8295925;-0.18876758;0.51894604;-10.472.658;12.431.389;10.471.679
-11.008.919;-0.5300637;-0.27862115;0.57297264;0.39194377;0.8648344;0.94805899;-12.966.778;0.54827218
12.908.897;0.77622102;13.289.193;0.96965566;-0.52079135;-0.87752576;-0.13054228;-0.03621596;0.55623681
0.14497111;-10.875.752;15.637.975;15.616.662;-0.46313536;12.020.401;-11.923.525;0.78733916;0.38134746
-13.465.078;-10.901.938;0.18088427;-10.824.129;0.95060844;-0.8938125;0.35120171;0.42102667;10.725.874
12.769.911;-11.182.881;-0.93981964;0.84938348;-12.641.962;0.78935963;-0.40538402;13.285.359;0.66925673
-0.97105743;10.807.348;0.37915825;0.19120898;-0.75397624;-0.17843188;0.8252837;14.042.345;0.69605452
0.011533891;-0.77831354;13.628.548;-0.199922;11.060.628;13.163.197;0.4116035;1.324.883;0.26200553
-0.92863544;0.47616016;0.14799621;14.150.721;0.79456375;0.28900457;0.032969954;-0.2995841;0.49508157
-0.14357004;1.187.263;-0.76906851;1.259.855;-0.67739905;0.39749318;12.057.054;0.86306188;0.53963971
-0.23851879;-10.680.051;-12.223.388;0.047827089;0.085883582;-1.499.661;10.178.668;0.74766013;11.258.089
-0.11315523;10.979.609;-0.97378141;-0.41782852;14.543.379;0.19471379;13.154.608;-0.44686017;0.82593353
-11.364.089;-0.28640903;13.536.182;-0.98440934;14.657.872;-0.98485089;15.621.538;11.691.233;0.54166762
12.587.557;-0.75659908;-11.533.027;-13.408.645;-0.88439782;0.66281331;0.82992703;-12.064.716;10.468.284
0.42162757;10.062.475;0.067556482;-12.649.934;-11.992.732;-0.18422866;-0.087769209;-13.287.808;0.48919311
-11.384.192;0.80789267;13.068.521;1.554.346;0.27402828;12.791.986;14.114.518;0.76400171;0.68412688
-11.128.658;0.2887088;13.884.144;15.509.261;0.018394428;-15.698.317;0.10347182;0.88754769;0.62366619
11.079.064;-14.318.935;-0.66960697;0.62081541;12.790.778;-10.661.143;-13.914.912;0.73209381;0.54233799
0.36294202;-12.338.616;-0.89942858;0.81534115;-0.45860614;14.614.667;-0.77645118;-13.177.409;0.7123759
-10.064.844;0.14059852;0.64766476;-0.18852384;-14.665.709;-12.421.454;0.36090275;0.95627521;0.74745823
14.936.557;0.56168641;-0.31695888;13.467.614;0.27929725;-0.85517524;-0.72292299;-0.27062636;0.8925075
-0.5961894;-0.22235643;10.132.087;-0.15552099;0.6095282;-0.14384823;15.137.194;0.60897329;0.51540623
15.252.901;13.507.087;1.567.166;-0.036145958;-0.39314442;13.690.786;0.46506933;-0.29483209;0.41644067
0.15405367;0.21302874;0.24606419;-11.777.283;-0.80888759;10.793.724;0.13765615;-0.95131563;0.65098713
0.50763994;-10.416.115;12.648.534;1.095.528;-13.022.734;14.557.676;13.746.569;-11.967.798;0.55473851
-0.66119569;-14.099.391;-0.76590209;-0.33565256;0.16645839;0.36328565;0.58654374;13.392.421;10.935.062
-0.9026641;0.18716563;-14.112.887;0.98785617;-14.929.349;-15.141.213;-0.27714773;-0.86858239;10.893.421
-0.32461725;0.95847529;-0.50446966;-0.4184577;0.14349669;-0.93657099;0.95997876;0.71678344;10.439.518
11.043.517;-0.99295162;0.53703323;10.073.969;-0.99436039;-15.695.063;-0.85691889;-10.285.004;0.75890269
0.3100107;-0.3976291;0.12184741;12.775.337;1.057.798;12.613.612;-11.750.008;-0.96308552;0.70676729
-15.523.523;-0.78476626;-0.4290605;-12.768.863;0.13841658;0.22966589;-0.18624374;-10.929.569;12.041.052
0.54207244;-11.605.467;-12.646.027;-0.4081693;-15.526.989;-10.227.289;-11.722.331;-0.43423277;11.721.115
-0.0071510515;0.84005343;-13.040.342;11.369.649;0.99967431;-13.512.503;-0.79452112;-0.23037083;0.86247911
-0.80720204;0.46059779;-11.527.585;-13.387.013;0.2886811;0.10890476;13.938.228;-14.004.565;0.78430465
-12.476.779;0.38279239;-0.21053792;0.53361765;12.442.131;-11.862.587;-0.87734214;-0.65975758;10.165.396
0.40900506;-0.3900051;-10.775.245;-0.73523912;10.488.035;-0.90232016;11.465.179;12.764.515;10.908.975
0.34339307;-14.534.395;1.326.539;-12.799.601;-0.23626629;-0.8272384;-10.022.641;-0.61598031;0.64178538
0.30167408;10.670.287;-0.74209385;13.374.741;0.045530361;12.932.984;0.16737238;-12.332.112;0.67322882
-0.29430574;13.396.945;-0.24842001;0.83095538;-13.198.363;-0.21253247;1.302.227;-14.942.499;0.70614646
-15.297.926;0.4515487;-0.018520248;14.877.619;0.29728381;-0.04245344;-0.94624347;0.034358275;0.99559369
-0.43063458;-0.90889708;-0.25213735;0.87890875;13.167.514;-0.37343619;-0.77199933;-0.59352544;11.605.148
0.55410535;-14.098.114;0.3360619;0.050725695;12.617.422;0.56003988;-0.21510431;-0.82546215;0.70376701
11.680.022;-0.80759005;-0.39118074;11.751.427;0.35074987;0.37859364;0.71496614;-0.26914074;0.38285677
-11.999.556;-14.857.726;0.77864598;-0.57004007;14.252.486;12.982.519;-0.15595523;0.44499222;0.8798027
13.703.172;11.392.708;-11.719.389;1.194.158;-0.49083891;13.583.875;-10.513.458;-11.478.876;0.65900069
-0.094255946;-0.28368701;10.095.898;-1.421.158;0.29272636;0.4646814;14.898.569;-0.02651177;0.48912762
-0.79698278;10.101.345;0.43421452;0.12638897;0.11780384;-0.09911091;15.308.928;0.52283492;0.66565183
0.86151325;0.16317666;-0.076379874;0.50277101;0.72572247;-0.71295858;0.07099636;0.25183595;0.94516266
-0.14738145;-0.10033594;11.948.553;-0.81193068;15.548.114;-0.66041216;-0.56938254;0.88148313;0.65588297
-14.649.715;0.6891592;0.8733868;0.95953036;-0.052348075;-0.3003419;-0.32117164;-0.6640104;0.54504647
-11.142.233;-0.35335935;14.911.475;10.315.921;-0.16815852;0.69310671;-0.67554998;-10.856.295;0.45852234
0.28310647;-13.004.101;1.231.563;-0.48065081;11.931.306;0.018976819;-0.25272453;0.19575242;0.55837075
-13.423.451;0.066764718;-10.752.582;-12.635.314;0.15945917;-14.990.538;-0.10797164;0.76345496;0.82658966
-10.177.107;0.5660298;-14.231.333;0.99362487;0.25168914;0.97564203;11.611.835;11.231.307;0.7964257
13.079.265;0.52035398;14.855.202;-0.85328914;15.556.455;-14.980.607;0.43741461;-13.723.493;0.58587932
0.59731886;-0.60455829;0.90152965;0.13982272;13.994.149;-1.182.112;0.30052153;0.49839327;0.73309519
-13.920.766;-0.90052816;0.10738907;0.089135792;-11.374.769;-0.32431568;-0.8156292;10.096.672;10.018.253
-11.904.637;10.166.953;-1.527.595;-0.43443209;-0.98340997;-0.11041495;-15.112.142;-1.407.179;0.71236647
0.68062957;0.47565851;-11.947.582;-0.43881751;-0.25235785;0.93722286;0.80008818;-0.54832626;0.70020758
0.80226081;-0.96072132;0.75940423;1.253.648;-0.2283346;-0.040877763;10.654.472;-14.282.395;0.22547475
-0.11830725;0.94306467;-0.98398446;-0.59929573;14.066.546;0.9762239;-0.10703607;0.48893831;11.539.943
0.23828285;0.75294097;-0.48312147;-0.41725871;11.587.667;-11.434.018;11.773.658;-0.82018004;10.731.559
-0.7108336;0.34367631;11.945.155;-0.83232497;0.65934402;-0.032266413;-0.90585353;0.5427129;0.7385769
0.49647133;-12.210.727;14.441.884;0.62630882;11.975.806;11.939.254;-0.52235126;13.323.015;0.37944568
0.12355908;14.565.464;0.53026912;-11.047.044;-0.44617555;0.95166881;-15.477.202;-12.814.703;0.70471398
0.064761953;0.88562549;-0.46524545;0.045234389;0.10924811;0.84950101;-0.14544201;10.872.827;0.86897865
14.630.926;-0.15844;0.043777425;-0.011047916;14.429.025;-0.9751658;-0.28477512;-0.68487962;0.85945126
0.95162002;11.695.569;0.63449931;-0.32835171;0.90901579;0.077199399;-15.699.094;0.023696234;0.71679959
0.029441986;-0.20204096;14.644.125;11.710.908;0.26335225;0.01253485;0.77006674;-0.7196675;0.30095577
-15.401.748;0.35929141;11.442.814;0.44464466;-0.34280187;0.18652377;-0.85007283;-0.31992589;0.68130363
10.061.333;0.46959666;-0.8933173;-0.70609535;0.20987609;-0.40450725;0.78929853;14.121.543;0.85878975
-11.116.842;0.8303765;-0.31262941;-15.490.265;-0.62104956;-0.14691747;-1.205.319;-0.65498812;0.48717362
-10.250.924;11.833.349;15.220.697;-0.10936804;15.324.067;0.049939906;-0.80652298;-0.24459995;0.76563779
-0.23404947;-11.138.224;-0.56372557;-0.31692461;0.38213958;0.53475939;0.74050963;13.534.153;11.608.894
-0.39536907;0.73685614;0.50783562;-15.524.027;12.046.185;-0.3955172;-12.448.051;-14.216.194;0.71814244
-0.49953002;0.1828636;-0.51399588;-0.30451624;-15.413.024;0.15255296;15.675.685;-13.451.751;0.95814533
-12.654.482;0.91087142;0.65098551;-0.34996587;0.9031621;0.41805255;0.72747452;-14.568.508;0.40269715
0.19460486;0.034944251;-10.537.909;-0.81491095;-0.73036094;-15.335.315;-0.41432572;0.28195822;0.87970843
0.32599866;-0.16980098;12.351.867;11.357.153;-0.97385816;-0.43790319;13.385.699;13.501.615;0.35810426
0.12193362;-12.789.381;0.13934761;-0.34974792;0.063647362;0.91260194;0.39888308;0.43978494;0.91416956
10.199.899;-0.33630426;15.288.063;-0.29341922;-15.618.824;0.84552442;-0.13074498;-0.70210269;0.37637893
-0.70054795;-0.54054948;-0.43852905;0.80362048;0.59148315;13.054.188;-14.575.712;-0.41787815;0.93380104
0.57986443;0.47080908;-0.18142052;0.74263594;10.581.279;-0.70916984;0.74099445;13.231.587;0.97466021
0.56105853;-0.78375726;13.518.409;-0.065325924;-0.60056194;0.18506088;0.62052397;-1.005.693;0.25940381
-1.350.506;0.089793267;0.3914828;-15.169.754;0.29262924;0.14143696;-0.94116886;-0.91355659;0.91728672
0.052337455;11.909.703;1.156.343;13.598.229;-151.452;-10.546.027;-0.305986;-11.823.738;0.59640021
-0.010345017;15.514.186;0.7641397;-0.54266742;-13.546.937;0.15771566;0.080541143;15.589.049;0.38919231
-10.811.074;-0.52720099;0.065099554;-0.56785885;-12.152.414;-0.77707842;-0.37144537;-0.3674022;0.70784949
0.79986028;-13.757.719;0.85395942;0.15480461;-10.689.934;-0.75628091;-0.53775335;14.423.194;0.60813334
0.37676208;-0.47629414;-14.408.744;0.56228083;0.19587492;0.070546242;0.34158994;0.53385118;0.87215078
-12.105.215;-0.29751948;-13.798.338;0.34323655;-0.31929854;1.290.263;14.124.206;0.048082382;0.93988972
-0.28004267;10.055.978;0.37068086;0.81252781;-0.61031229;-0.96313986;0.67957985;0.73127771;0.72287144
-0.57127841;-0.68653338;0.2550164;-0.34827883;-0.21857012;1.135.391;-11.323.919;0.67394655;10.326.119
-0.7691101;0.5032344;0.92830051;-0.73513803;-0.98617657;0.48290808;-0.34267953;-15.633.805;0.49234182
12.202.625;0.69312122;0.79757498;0.41911823;0.37315521;15.022.732;-0.87555742;0.54416127;0.59345176
0.63540794;0.26283331;-0.33319456;0.66929451;10.006.204;-0.27529517;-0.27356099;0.54223032;10.719.278
10.278.203;0.3600867;14.586.975;-12.104.988;0.48206378;0.6801342;15.521.334;-0.49535992;0.35886352
-10.420.918;12.696.496;-0.65980761;0.10142874;-0.12155153;-12.401.458;-1.080.013;-0.29360491;0.96496783
-0.057454999;13.042.664;0.4354933;-11.720.042;-0.88130146;13.375.247;0.34307778;0.82437628;0.7820676
-11.772.308;-12.277.887;-0.57503863;-0.088723269;0.57573797;-14.599.671;12.857.385;0.86857855;12.847.029
0.033149031;-14.640.541;-11.353.036;10.845.356;0.32267792;13.130.711;15.318.581;-0.78142336;0.92741471
10.738.643;-1.403.169;0.98615637;0.27000443;0.85896237;-0.90257125;0.58809496;-15.251.276;0.57117461
-0.011996293;0.87521379;-0.71277909;15.046.383;0.96232446;12.359.364;0.66143789;-0.56496017;0.4743721
-0.55977088;0.78144381;-0.78531961;-13.649.829;0.86814754;0.17259759;-13.098.292;-13.926.612;10.893.021
10.007.477;-12.727.105;-10.359.752;-13.578.161;13.994.794;11.576.115;-11.590.226;15.492.872;0.7883647
-0.52001891;0.65862999;-0.92859574;-0.28584608;-0.053621148;0.093443849;13.233.075;13.497.176;0.92659749
-0.047061683;-13.781.933;0.52362996;-0.71995192;0.42646433;-0.28555328;14.948.072;-0.73675653;0.89248434
0.71563746;-0.33193755;10.477.091;11.829.789;-15.284.319;10.595.963;-0.091978681;14.912.095;0.36187581
-14.395.008;0.5941311;0.21992611;-0.81306273;0.44747052;-10.529.024;-0.22210857;-0.86883281;0.83696721
-0.28459855;-15.616.828;-13.563.836;0.78277282;-0.33579962;0.46002791;-0.76660724;-0.3504472;0.78154579
1.397.798;0.80460141;-13.432.546;-0.92726392;-14.837.786;0.22955242;-0.69639739;0.52018995;0.55145499
-0.038683926;1.521.048;-0.59473986;0.91652999;0.096282544;0.21177719;12.233.202;-0.21993557;0.56524888
0.14893561;11.140.113;0.75503624;0.89070245;0.30049569;-0.08518704;-13.811.871;11.974.761;0.7691346
-0.68859056;-0.70435592;10.012.908;0.34710966;-1.249.914;0.82766743;-0.38281598;0.93885378;0.68055407
0.48587225;-0.58888196;-0.81704551;-0.065496752;0.52468875;-0.36577679;-0.0064399475;-0.90441982;10.300.484
10.556.529;-1.322.204;-0.18236228;-12.464.868;-0.006691448;0.4862555;-14.220.478;-15.586.639;0.84929617
-13.573.778;13.435.258;1.231.507;-15.637.339;0.63416885;12.137.653;0.88008312;12.774.465;0.54475037
0.79782929;-11.292.045;11.250.602;0.887752;-0.9480857;13.919.066;0.93881737;0.39851864;0.50021835
0.79938903;-0.17826126;-0.35858414;10.242.847;-0.31837199;14.748.195;-15.163.477;0.027310254;0.77516373
-12.604.218;1.042.315;-1.148.861;-0.77462645;-0.74580886;0.12586583;-0.65536584;0.33091665;0.75446659
-0.1496305;0.66817391;-0.6786928;-0.38681286;0.14525589;11.352.171;-0.30987084;10.970.796;0.94495759
